Date,Demand_MW,Total_Production_MW,Coal_MW,Hydrocarbons_MW,Water_MW,Nuclear_MW,Wind_MW,Solar_MW,Biomass_MW,Import_MW,Import_Positive_MW,Export_Positive_MW
2023-01-31,6446.136920384952,7413.680446194226,992.1204068241469,1639.4809711286089,2061.606517935258,1391.721566054243,1216.6773840769904,53.15255905511811,59.6926946631671,-967.548009623797,82.9899387576553,1050.5379483814522
2023-02-28,6739.043044747082,7474.890077821012,1008.574173151751,1660.8455739299611,2010.3781614785992,1390.316634241245,1220.755593385214,123.59387159533074,60.95695525291829,-735.8635700389106,150.77675097276264,886.6403210116731
2023-03-31,6286.254274441035,6617.151249451995,984.7581104778606,889.8990574309513,2315.723038141166,1394.9996711968436,803.1626479614205,171.39248136782112,57.80633494081543,-330.87362998684785,185.63809732573432,516.5117273125823
2023-04-30,5968.390249433107,7086.411337868481,1043.5639455782314,594.9095238095238,2859.913151927438,1396.415873015873,977.2578231292517,175.78694885361554,38.886167800453514,-1118.0242630385487,27.503174603174603,1145.5274376417233
2023-05-31,5607.182792136073,6060.5675944334,937.3602827479567,487.480450629556,2898.2455268389663,829.6433620499226,655.5381047051027,213.92601183025303,38.645350121493266,-453.3839187099625,100.58824828804948,553.972166998012
2023-06-30,5652.461573650503,6138.1553064958825,825.7934583714547,372.6726898444648,3194.2662397072277,1008.342406221409,476.25240164684357,227.17360475754802,33.63083257090577,-485.7113449222324,95.10818847209515,580.8195333943276
2023-07-31,6060.049532502227,6132.312110418522,857.0289403383794,975.8869100623331,2012.5090160284951,1347.1864425645592,655.9405609973286,251.65494211932324,31.82646927871772,-72.2563446126447,305.12689225289404,377.3832368655387
2023-08-31,5931.3538598839805,5731.905399375279,950.1008478357876,1034.3353413654618,1579.962962962963,1301.0071396697904,592.4539268183846,240.93819723337796,32.93975903614458,199.4185631414547,433.57184292726464,234.1532797858099
2023-09-30,5678.695353627832,5707.702220187686,861.4002059967956,1088.0249485008012,1280.5722133211261,1357.325703822385,862.1241702906843,219.47001602197298,38.448043030441745,-28.83062485694667,276.6900892652781,305.5207141222248
2023-10-31,5757.289717563989,5740.018976169462,834.5434686672551,1231.1626213592233,1247.0681818181818,1375.0767872903796,839.4435127978817,166.39132833186233,46.18181818181818,17.27360988526037,363.62665489849957,346.3530450132392
2023-11-30,6403.023349436393,6446.25649873476,932.9421440073614,1464.4353577179663,1694.6543593282724,1205.4487002530482,1015.6004140786749,85.2466068553025,47.85507246376812,-43.221302047389,360.8633540372671,404.0846560846561
2023-12-31,6626.989610963749,7103.023872679045,970.3936781609195,1727.4350132625996,1987.7323165340406,1368.8415119363394,930.205459770115,71.3315649867374,47.633620689655174,-476.0397877984085,191.87533156498674,667.9151193633952
